accession	best_TM_PDB	best_TM_KB	best_TM_any	mean_pLDDT	n_interpro	hypothesis_tier
Q63ZE4	0.976	0.986	0.986	87.3	3	HIGH
Q8IUA0	0.986	0.953	0.986	87.0	5	HIGH
Q8NGI9	0.954	0.986	0.986	87.5	4	HIGH
Q8NH73	0.957	0.986	0.986	88.3	4	HIGH
Q9UKQ9	0.986	0.926	0.986	91.2	5	HIGH
Q9VES5	0.857	0.986	0.986	94.1	4	HIGH
Q9VG97	0.980	0.986	0.986	97.3	5	HIGH
Q9VJC0	0.986	0.960	0.986	77.7	4	HIGH
Q9W3M8	0.986	0.984	0.986	90.3	4	HIGH
A0A075B6K5	0.987	0.941	0.987	90.1	6	HIGH
A0A0B4J271	0.987	0.924	0.987	92.6	5	HIGH
A0A5B0	0.987	0.867	0.987	90.3	5	HIGH
A6NMS3	0.939	0.987	0.987	87.1	3	HIGH
P0C1H6	0.987	0.756	0.987	74.8	3	HIGH
Q8NGF1	0.954	0.987	0.987	85.3	4	HIGH
Q8NGN0	0.959	0.987	0.987	87.0	4	HIGH
Q9VA92	0.987	0.846	0.987	80.8	2	HIGH
Q9VET3	0.868	0.987	0.987	97.0	3	HIGH
Q9VFD5	0.987	0.939	0.987	89.9	3	HIGH
Q9VL75	0.987	0.000	0.987	84.0	4	HIGH
Q9VS65	0.987	0.949	0.987	96.8	2	HIGH
A1ZAL7	0.988	0.971	0.988	88.4	4	HIGH
H0Y7S4	0.754	0.988	0.988	84.9	5	HIGH
O60397	0.988	0.872	0.988	79.0	3	HIGH
P13060	0.930	0.988	0.988	91.4	12	HIGH
P58181	0.948	0.988	0.988	88.3	3	HIGH
Q2M238	0.860	0.988	0.988	91.9	1	HIGH
Q6ZSI9	0.988	0.939	0.988	86.0	11	HIGH
Q8IRH2	0.988	0.965	0.988	83.9	3	HIGH
Q8NGB4	0.956	0.988	0.988	88.8	4	HIGH
Q8NGH5	0.953	0.988	0.988	84.5	4	HIGH
Q9VA71	0.988	0.746	0.988	80.6	4	HIGH
Q9VG68	0.988	0.947	0.988	88.4	2	HIGH
Q9VHT2	0.988	0.921	0.988	96.1	5	HIGH
Q9VSK1	0.988	0.229	0.988	70.9	3	HIGH
Q9VT19	0.988	0.901	0.988	74.5	9	HIGH
Q9VUR4	0.988	0.945	0.988	73.5	4	HIGH
Q9Y2G4	0.988	0.954	0.988	70.3	2	HIGH
A0A075B6N4	0.989	0.922	0.989	89.8	5	HIGH
Q6IF36	0.960	0.989	0.989	90.0	3	HIGH
Q8I079	0.963	0.989	0.989	70.7	4	HIGH
Q8I725	0.989	0.890	0.989	93.3	4	HIGH
Q8N4E4	0.989	0.812	0.989	80.7	3	HIGH
Q96BX8	0.989	0.986	0.989	89.5	2	HIGH
Q9VC99	0.989	0.910	0.989	87.9	3	HIGH
Q9VLG9	0.988	0.989	0.989	94.8	7	HIGH
Q9VM17	0.989	0.829	0.989	74.6	2	HIGH
Q9VNA0	0.921	0.989	0.989	85.9	0	MEDIUM
Q9VTC1	0.989	0.903	0.989	71.6	6	HIGH
Q9VY45	0.989	0.827	0.989	89.5	6	HIGH
Q9W022	0.989	0.926	0.989	87.6	3	HIGH
A0A075B6I0	0.990	0.889	0.990	89.6	6	HIGH
A0A075B6I1	0.990	0.893	0.990	89.7	6	HIGH
A0A075B6I9	0.990	0.873	0.990	88.9	6	HIGH
F5H094	0.990	0.955	0.990	81.6	5	HIGH
Q5VT79	0.987	0.990	0.990	94.2	5	HIGH
Q86VH4	0.990	0.883	0.990	74.0	4	HIGH
Q96PT4	0.990	0.737	0.990	73.1	4	HIGH
Q9VED6	0.990	0.981	0.990	91.2	8	HIGH
Q9VN02	0.990	0.801	0.990	79.8	1	HIGH
Q9VPS5	0.990	0.870	0.990	81.0	6	HIGH
Q9VQF4	0.988	0.990	0.990	91.1	4	HIGH
Q9VTI5	0.990	0.980	0.990	96.5	7	HIGH
A0A075B6K6	0.991	0.878	0.991	87.4	6	HIGH
A1Z7K8	0.991	0.941	0.991	79.8	2	HIGH
Q53S08	0.991	0.984	0.991	72.9	4	HIGH
Q6ZTA4	0.991	0.902	0.991	76.7	14	HIGH
Q8IRH1	0.953	0.991	0.991	84.2	8	HIGH
Q8IRZ3	0.991	0.902	0.991	72.8	5	HIGH
Q8NGZ9	0.939	0.991	0.991	88.5	3	HIGH
Q9VB10	0.991	0.846	0.991	89.8	5	HIGH
Q9VC48	0.991	0.900	0.991	94.7	5	HIGH
Q9VHE4	0.990	0.991	0.991	96.9	3	HIGH
Q9VL18	0.991	0.468	0.991	76.8	6	HIGH
Q9VXG4	0.991	0.990	0.991	74.7	4	HIGH
A0A0C4DHC8	0.992	0.989	0.992	88.5	7	HIGH
A6NM03	0.939	0.992	0.992	86.8	3	HIGH
A8MVJ9	0.992	0.967	0.992	88.1	1	HIGH
F8VTS6	0.992	0.980	0.992	90.8	11	HIGH
Q6A1A2	0.992	0.955	0.992	78.9	6	HIGH
Q9H2C5	0.956	0.992	0.992	89.5	4	HIGH
Q9VF11	0.992	0.964	0.992	87.8	3	HIGH
Q9VFR8	0.988	0.992	0.992	94.3	4	HIGH
Q9VNE3	0.992	0.698	0.992	95.1	4	HIGH
Q9VU29	0.992	0.942	0.992	91.2	7	HIGH
Q9VWN3	0.992	0.979	0.992	73.3	10	HIGH
A0A075B6N2	0.993	0.894	0.993	92.4	5	HIGH
A0A0C4DH33	0.993	0.965	0.993	90.8	5	HIGH
A0PJX2	0.993	0.932	0.993	85.8	1	HIGH
A1ZBY1	0.993	0.957	0.993	89.3	2	HIGH
P0DP07	0.993	0.961	0.993	91.5	5	HIGH
P25167	0.989	0.993	0.993	90.0	12	HIGH
Q04448	0.993	0.953	0.993	95.7	6	HIGH
Q8NHC8	0.954	0.993	0.993	88.3	3	HIGH
Q8WTU2	0.993	0.825	0.993	73.6	2	HIGH
Q9BZ76	0.993	0.903	0.993	82.9	8	HIGH
Q9VIC9	0.993	0.971	0.993	92.8	15	HIGH
Q9VLH9	0.993	0.908	0.993	92.1	11	HIGH
Q9VMR9	0.993	0.969	0.993	92.1	3	HIGH
Q9VQU0	0.992	0.993	0.993	79.8	3	HIGH
A0A191URJ7	0.994	0.786	0.994	75.3	5	HIGH
A0A1W2PQ64	0.994	0.976	0.994	94.5	2	HIGH
A6NIZ1	0.994	0.991	0.994	91.3	5	HIGH
P0DPF4	0.994	0.904	0.994	93.5	5	HIGH
Q6ZSU1	0.994	0.993	0.994	96.1	5	HIGH
Q96NU0	0.994	0.906	0.994	83.0	8	HIGH
Q9H4B8	0.994	0.911	0.994	83.7	3	HIGH
Q9NPZ5	0.994	0.928	0.994	85.7	2	HIGH
Q9VK44	0.994	0.782	0.994	76.3	4	HIGH
Q9VLS4	0.994	0.989	0.994	94.6	4	HIGH
Q9VMW7	0.982	0.994	0.994	95.9	3	HIGH
Q9VR51	0.994	0.733	0.994	94.7	4	HIGH
Q9W1S5	0.994	0.988	0.994	82.9	5	HIGH
Q9W470	0.994	0.970	0.994	83.1	6	HIGH
A0A0A6YYG3	0.995	0.866	0.995	90.1	5	HIGH
A0A0B4J244	0.995	0.832	0.995	91.0	5	HIGH
A0A0G2JMM0	0.995	0.953	0.995	87.0	6	HIGH
A6NHC0	0.995	0.990	0.995	88.9	11	HIGH
B5MCN3	0.995	0.993	0.995	94.2	6	HIGH
B7Z8K6	0.995	0.774	0.995	81.4	4	HIGH
E1JGR4	0.995	0.729	0.995	84.0	2	HIGH
P37160	0.995	0.937	0.995	93.5	4	HIGH
Q9VJ44	0.995	0.747	0.995	96.9	6	HIGH
Q9VSL9	0.995	0.928	0.995	93.3	9	HIGH
Q9VYN3	0.991	0.995	0.995	77.8	3	HIGH
A0A075B6I6	0.996	0.965	0.996	89.1	6	HIGH
A0A075B6J9	0.996	0.891	0.996	86.3	6	HIGH
A0A584	0.996	0.865	0.996	88.6	4	HIGH
A0A599	0.996	0.860	0.996	92.2	5	HIGH
A1Z8D3	0.996	0.884	0.996	97.0	5	HIGH
A6NKH3	0.993	0.996	0.996	94.1	3	HIGH
O60774	0.992	0.996	0.996	92.6	5	HIGH
P56538	0.996	0.988	0.996	91.3	1	HIGH
Q5VSG8	0.996	0.556	0.996	86.5	1	HIGH
Q8N752	0.996	0.957	0.996	91.5	5	HIGH
Q8TET4	0.996	0.955	0.996	92.4	7	HIGH
Q8WXQ8	0.995	0.996	0.996	92.0	6	HIGH
Q9GZM6	0.958	0.996	0.996	88.3	3	HIGH
Q9U3W6	0.986	0.996	0.996	92.9	3	HIGH
Q9VQT1	0.996	0.987	0.996	88.5	4	HIGH
Q9W138	0.996	0.806	0.996	93.1	2	HIGH
A0A075B6N3	0.997	0.877	0.997	90.3	5	HIGH
A0A075B6W5	0.997	0.954	0.997	90.9	5	HIGH
A0A087WYE8	0.997	0.923	0.997	90.6	5	HIGH
O95006	0.921	0.997	0.997	88.8	3	HIGH
P0CE71	0.997	0.850	0.997	91.5	4	HIGH
P0CY13	0.997	0.000	0.997	81.1	2	HIGH
P29615	0.997	0.939	0.997	93.6	4	HIGH
P54007	0.906	0.997	0.997	97.2	6	HIGH
Q24208	0.997	0.994	0.997	82.7	9	HIGH
Q8NFI4	0.997	0.918	0.997	80.4	5	HIGH
Q92928	0.996	0.997	0.997	83.2	5	HIGH
Q9VC49	0.991	0.997	0.997	93.8	3	HIGH
Q9VH09	0.997	0.951	0.997	95.1	7	HIGH
Q9VKR1	0.997	0.971	0.997	76.3	2	MEDIUM
Q9VMC6	0.997	0.886	0.997	94.7	8	HIGH
A0A087WT03	0.998	0.863	0.998	91.1	5	HIGH
A0A0B4J237	0.998	0.928	0.998	90.9	5	HIGH
A0A0B4J275	0.998	0.882	0.998	89.2	5	HIGH
A0A0K0K1G6	0.998	0.910	0.998	92.3	5	HIGH
A0A1B0GX56	0.998	0.877	0.998	90.7	5	HIGH
O76511	0.998	0.992	0.998	92.3	5	HIGH
P08736	0.973	0.998	0.998	88.5	9	HIGH
P48592	0.998	0.906	0.998	78.6	5	HIGH
Q6B2U8	0.998	0.000	0.998	95.3	2	-
Q86V88	0.998	0.879	0.998	93.6	5	HIGH
Q9VBR4	0.998	0.919	0.998	84.4	4	HIGH
Q9VC28	0.970	0.998	0.998	92.4	7	HIGH
Q9VEP6	0.997	0.998	0.998	96.0	6	HIGH
Q9VL89	0.998	0.833	0.998	86.8	6	HIGH
Q9VMP9	0.992	0.998	0.998	94.8	4	HIGH
Q9VQT9	0.998	0.995	0.998	78.7	4	HIGH
Q9VUN2	0.998	0.917	0.998	76.8	4	HIGH
A0A0A6YYJ7	0.999	0.878	0.999	90.4	5	HIGH
A0A0B4J1U7	0.999	0.922	0.999	91.1	5	HIGH
A0A0B4J262	0.999	0.859	0.999	90.3	5	HIGH
A0AAG2SUK6	0.999	0.939	0.999	92.3	3	HIGH
A1Z758	0.999	0.000	0.999	82.9	6	-
O15442	0.999	0.882	0.999	88.5	4	HIGH
O62526	0.985	0.999	0.999	90.4	4	HIGH
P0C7U1	0.999	0.997	0.999	86.6	3	HIGH
P11844	0.996	0.999	0.999	96.1	3	HIGH
Q2VIR3	0.999	0.992	0.999	85.1	9	HIGH
Q9VB31	0.943	0.999	0.999	94.4	5	HIGH
Q9VQL9	0.999	0.979	0.999	89.7	5	HIGH
A0A0B4J277	1.000	0.940	1.000	93.2	5	HIGH
A0A0B4J2H0	1.000	0.973	1.000	91.4	5	HIGH
A0A0J9YX75	1.000	0.936	1.000	91.8	5	HIGH
A0A0J9YXX1	1.000	0.967	1.000	93.3	5	HIGH
A0A0J9YXY3	1.000	0.934	1.000	90.7	5	HIGH
A0A0K0K1A5	1.000	0.940	1.000	91.9	5	HIGH
A0A8I5KQE6	1.000	0.861	1.000	78.9	7	HIGH
A0AAG2TV02	1.000	0.926	1.000	90.8	5	HIGH
P0DP08	1.000	0.985	1.000	91.7	5	HIGH
P53757	1.000	0.958	1.000	95.6	5	HIGH
Q24560	0.991	1.000	1.000	92.0	10	HIGH
Q8IZJ6	1.000	0.806	1.000	77.0	3	HIGH
Q9VG04	0.997	1.000	1.000	97.9	1	MEDIUM
Q9VQ00	0.997	1.000	1.000	90.7	3	HIGH
A0A075B767	0.994	1.001	1.001	95.2	4	HIGH
A0A075B7D0	1.001	0.929	1.001	91.1	5	HIGH
A0A0B4J1V7	1.001	0.925	1.001	90.4	5	HIGH
A0A0B4J279	1.001	0.916	1.001	92.8	5	HIGH
A0A0G2JMI3	1.001	0.952	1.001	91.8	5	HIGH
A0AAG2TU05	1.001	0.961	1.001	90.7	5	HIGH
P0DP06	1.001	0.957	1.001	91.2	5	HIGH
Q0E8G6	1.001	0.729	1.001	88.7	3	HIGH
Q0E8P0	1.001	0.941	1.001	94.5	6	HIGH
Q8NCJ5	1.001	0.835	1.001	81.1	6	HIGH
A0A075B6H7	1.002	0.943	1.002	90.8	6	HIGH
A0A075B6H8	1.002	0.967	1.002	91.4	5	HIGH
A0A075B6R2	1.002	0.970	1.002	91.3	5	HIGH
A0A075B7E8	1.002	0.966	1.002	90.5	5	HIGH
A0A087WT02	1.002	0.876	1.002	91.8	5	HIGH
A0A0B4J1V1	1.002	0.990	1.002	90.9	5	HIGH
A0A0B4J1Y9	1.002	0.956	1.002	91.1	5	HIGH
A0A0C4DH30	1.002	0.939	1.002	89.6	5	HIGH
A0A0C4DH55	1.002	0.949	1.002	89.0	6	HIGH
A0A0C4DH69	1.002	0.981	1.002	90.9	6	HIGH
A0A0C4DH90	1.002	0.933	1.002	90.0	6	HIGH
A0A1B0GX49	1.002	0.912	1.002	91.8	5	HIGH
O95013	0.924	1.002	1.002	90.1	4	HIGH
P0C7X4	1.002	1.000	1.002	75.8	6	HIGH
Q9BY60	1.002	0.993	1.002	94.8	2	HIGH
A0A075B6S4	1.003	0.967	1.003	90.2	6	HIGH
A0A0A0MT36	1.003	0.932	1.003	91.0	6	HIGH
A0A0B4J1V6	1.003	0.958	1.003	91.2	5	HIGH
A0A0C4DH31	1.003	0.996	1.003	91.4	5	HIGH
A0AAG2TVE0	1.003	0.974	1.003	91.3	5	HIGH
Q7KUN6	1.003	0.896	1.003	86.5	2	MEDIUM
A0A075B7F0	1.004	0.966	1.004	91.0	5	HIGH
A0A075B7F1	1.004	0.926	1.004	91.3	5	HIGH
A0A087WSY6	1.004	0.951	1.004	90.1	6	HIGH
A0A0B4J1X5	1.004	0.954	1.004	91.0	5	HIGH
A0A0B4J2A2	1.000	1.004	1.004	96.6	4	HIGH
A0A3B3IRV3	0.997	1.004	1.004	96.6	5	HIGH
A0A5F9Z9Y6	0.995	1.004	1.004	94.1	5	HIGH
P0CI67	1.004	0.000	1.004	84.5	3	HIGH
P0DP03	1.004	0.998	1.004	91.0	5	HIGH
P0DP09	1.004	0.977	1.004	90.6	6	HIGH
A0A0B4J2D9	1.005	0.985	1.005	90.3	6	HIGH
A0A0C4DH29	1.005	0.983	1.005	91.8	5	HIGH
A0A0C4DH72	1.005	0.942	1.005	90.1	6	HIGH
A0A0J9YY99	1.005	0.938	1.005	91.0	5	HIGH
Q08694	0.994	1.005	1.005	93.7	4	HIGH
Q9VAW7	1.005	0.944	1.005	90.4	2	HIGH
A0A0C4DH35	1.006	0.942	1.006	90.8	5	HIGH
A6NCE7	0.992	1.006	1.006	91.7	2	HIGH
A0AAG2SXZ4	1.004	1.008	1.008	97.1	5	HIGH
Q5VVH2	1.002	1.008	1.008	95.1	3	HIGH
