protein_a	protein_b	template_pdb	min_TM	involves_dark
P0C2H9	P38754	7ohr	0.983	0
P0C2H9	P49626	7ohr	0.983	0
P0CX29	Q3E757	8ove	0.983	0
P0CX35	P0CX39	5wyk	0.983	0
P0CX35	P38701	7oyb	0.983	0
P0CX41	P41056	6uz7	0.983	0
P0CX41	P51401	6uz7	0.983	0
P0CX41	P56628	6uz7	0.983	0
P11139	P12411	4lnu	0.983	0
P12411	P29511	4lnu	0.983	0
P12411	Q0WV25	4lnu	0.983	0
P12411	Q56WH1	4lnu	0.983	0
P12970	P84099	8qfd	0.983	0
P13073	P14854	8h8r	0.983	0
P13631	P19793	1xdk	0.983	0
P14063	P47141	5mrc	0.983	0
P14126	Q02326	7ohu	0.983	0
P14854	Q02221	8h8r	0.983	0
P16520	P59768	9avl	0.983	0
P16520	P63218	8e3z	0.983	0
P18124	Q02878	8fks	0.983	0
P19367	P52790	3hm8	0.983	0
P20612	Q9QZB0	2ik8	0.983	0
P22354	P47141	5mrc	0.983	0
P25348	P47141	5mrc	0.983	0
P25382	P26321	8fl4	0.983	0
P25626	P47141	5mrc	0.983	0
P25642	P47141	5mrc	0.983	0
P28817	P47141	5mrc	0.983	0
P31334	P47141	5mrc	0.983	0
P32902	P47141	5mrc	0.983	0
P32904	P47141	5mrc	0.983	0
P35996	P47141	5mrc	0.983	0
P36516	P47141	5mrc	0.983	0
P36519	P47141	5mrc	0.983	0
P36520	P47141	5mrc	0.983	0
P36523	P47141	5mrc	0.983	0
P36525	P47141	5mrc	0.983	0
P36533	P47141	5mrc	0.983	0
P38064	P47141	5mrc	0.983	0
P39990	P40089	6ah0	0.983	0
P41094	P48149	8a3w	0.983	0
P41094	Q7KR04	8a3w	0.983	0
P41105	P84099	8qfd	0.983	0
P42036	Q94AH9	6rxt	0.983	0
P42766	P61313	9axt	0.983	0
P42766	P62277	9axt	0.983	0
P47141	P53292	5mrc	0.983	0
P47141	P53724	5mrc	0.983	0
P47141	P53881	5mrc	0.983	0
P47141	P53937	5mrc	0.983	0
P47141	Q06678	5mrc	0.983	0
P49692	Q8VYK6	7oyb	0.983	0
P49692	Q9SKX8	7oyb	0.983	0
P51413	Q93VT9	9cai	0.983	0
P52790	Q2TB90	3hm8	0.983	0
P56793	P56806	7p7u	0.983	1
P56806	Q9LK61	7p7u	0.983	1
P59223	Q9LZ41	9axt	0.983	0
P59224	Q9LZ41	9axt	0.983	0
P59768	P62873	9avl	0.983	0
P59768	P62879	9avl	0.983	0
P59768	Q9HAV0	9avl	0.983	0
P61514	P84099	8pv2	0.983	0
P62873	P63218	8e3z	0.983	0
P62879	P63218	8e3z	0.983	0
P63218	Q9HAV0	8e3z	0.983	0
P84099	Q9D1R9	8qfd	0.983	0
Q08770	Q9LXG1	9cai	0.983	0
Q8LD46	Q9LZ41	9axt	0.983	0
Q93VT9	Q9FJA6	9cai	0.983	0
Q93VT9	Q9LXG1	9cai	0.983	0
Q93VT9	Q9M339	9cai	0.983	0
Q93VT9	Q9SIP7	9cai	0.983	0
Q93VT9	Q9SR73	9cai	0.983	0
Q93W22	Q9LXG1	9cai	0.983	0
Q94AH9	Q9CAX6	6rxt	0.983	0
Q94AH9	Q9SIH0	6rxt	0.983	0
Q99N95	Q9D7N6	6ydp	0.983	0
Q9C9M7	Q9C9U2	8r9b	0.983	0
Q9LHP1	Q9LXG1	9cai	0.983	0
Q9LXG1	Q9LZ57	9cai	0.983	0
Q9LXG1	Q9SR73	9cai	0.983	0
Q9LZH9	Q9SKX8	7oyb	0.983	0
A1ZAW7	Q9VVF0	8b9z	0.983	0
A6NHQ2	Q9NV06	6nd4	0.983	0
E9PWZ3	P97461	8b2l	0.983	0
F4JWP9	Q9SIH1	8i0w	0.983	0
F4JWP9	Q9SSF1	8i0w	0.983	0
F4JWP9	Q9SY09	8i0w	0.983	0
O14957	O43676	8pw5	0.983	0
O14957	O75439	8pw5	0.983	0
O14957	P00414	8pw5	0.983	0
O14957	P12074	8pw5	0.983	0
O14957	P17568	8pw5	0.983	0
O14957	P20674	8pw5	0.983	0
O14957	P31930	8pw5	0.983	0
O14957	Q02221	8pw5	0.983	0
O23290	Q9LZH9	8c3a	0.983	0
O43676	Q16718	8ibd	0.983	0
P04650	P0C0V8	8b2l	0.983	0
P04650	P0CX25	8ipb	0.983	0
P04650	P51402	8ipb	0.983	0
P05213	P68372	6wvm	0.983	0
P05214	P68372	6wvm	0.983	0
P0A7N9	P0AG63	7ryh	0.983	0
P0A7X3	P0AG63	7ryh	0.983	0
P0C0V8	P46784	8b2l	0.983	0
P0C0V8	Q08745	8b2l	0.983	0
P0C0W9	P0CX29	8ove	0.983	0
P0C2H9	P0CX29	7z3o	0.983	0
P14148	P50580	6swa	0.983	0
P16298	P62942	6tz7	0.983	0
P18074	Q13888	6nmi	0.983	0
P23638	P23724	8u6y	0.983	0
P32418	P57103	3gin	0.983	0
P50318	Q9LD57	7zy7	0.983	0
P51414	Q9LZH9	8c3a	0.983	0
P51418	Q9SCM3	8bsi	0.983	0
P51419	Q9LZH9	8c3a	0.983	0
P59223	Q9LZH9	8c3a	0.983	0
P59224	Q9LZH9	8c3a	0.983	0
P62306	Q13356	8xi2	0.983	0
P62316	Q13356	8xi2	0.983	0
P62830	Q99L28	8v83	0.983	1
P62962	Q9JJV2	4x25	0.983	0
P68368	P68372	6wvm	0.983	0
P68372	Q3UX10	6wvm	0.983	1
P68372	Q9JJZ2	6wvm	0.983	0
Q09161	Q9NW64	7abg	0.983	0
Q13356	Q15029	8xi2	0.983	0
Q13356	Q96DI7	8xi2	0.983	0
Q8IWZ6	Q9H0F7	6vbv	0.983	0
Q8LCL3	Q9LZH9	8c3a	0.983	0
Q8RXU5	Q9LZH9	8c3a	0.983	0
Q94511	Q9VVF0	8b9z	0.983	0
Q94519	Q9VVF0	8b9z	0.983	0
Q9FJX2	Q9LZH9	8c3a	0.983	0
Q9FLF0	Q9LZH9	8c3a	0.983	0
Q9FZH0	Q9LZH9	8c3a	0.983	0
Q9LD57	Q9SAJ4	7zy7	0.983	0
Q9LUD4	Q9SCM3	8bsi	0.983	0
Q9LXG1	Q9LZH9	8c3a	0.983	0
Q9VMI3	Q9VVF0	8b9z	0.983	0
B9A064	P15814	5muh	0.983	0
B9DHQ0	P29513	4lnu	0.983	0
O00139	Q99661	4ubf	0.983	0
O13516	P38711	8b2l	0.983	0
O14807	P36873	7tvf	0.983	0
O17445	Q9VPR4	8fl4	0.983	0
O23515	Q940B0	8ipb	0.983	0
O35683	Q9CQZ5	7zeb	0.983	0
O80626	P59223	9axt	0.983	0
O80626	P59224	9axt	0.983	0
O80626	P60039	7cpv	0.983	0
O80626	P60040	7cpv	0.983	0
O80626	Q8LD46	9axt	0.983	0
O80626	Q9FIF3	7cpv	0.983	0
O80626	Q9LHP1	7cpv	0.983	0
O80646	Q940B0	8ipb	0.983	0
O80929	Q8LCL3	7oyc	0.983	0
O95167	P17568	7r4g	0.983	0
P00416	P52503	5gpn	0.983	0
P03893	P52503	5gpn	0.983	0
P03911	P52503	5gpn	0.983	0
P04650	P38711	8b2l	0.983	0
P05089	P78540	8rgu	0.983	0
P05743	P38711	8b2l	0.983	0
P05744	P36105	8e5t	0.983	0
P05748	P38711	8b2l	0.983	0
P05755	P38711	8b2l	0.983	0
P05756	P38711	8b2l	0.983	0
P06367	P38711	8b2l	0.983	0
P06604	P61857	6wvm	0.983	0
P06605	P61857	6wvm	0.983	0
P06606	P61857	6wvm	0.983	0
P07280	P38711	8b2l	0.983	0
P07281	P38711	8b2l	0.983	0
P08228	Q9WU84	8gsq	0.983	0
P08754	P09471	3c7k	0.983	0
P08754	Q9UGC6	3c7k	0.983	0
P0C0V8	P38711	8b2l	0.983	0
P0C0W9	P38711	8b2l	0.983	0
P0C2H6	P38711	8b2l	0.983	0
P0C2H7	P38711	8b2l	0.983	0
P0CG49	P61079	8vk9	0.983	0
P0CG49	P61080	8vk9	0.983	0
P0CG49	P61089	8vk9	0.983	0
P0CG49	P62838	8vk9	0.983	0
P0CX35	P38711	8b2l	0.983	0
P0CX45	P38711	8b2l	0.983	0
P0CX51	P38711	8b2l	0.983	0
P0CX55	P26783	7r81	0.983	0
P0CX82	Q08972	6s47	0.983	0
P11139	P29513	4lnu	0.983	0
P14120	P38711	8b2l	0.983	0
P14126	P38711	8b2l	0.983	0
P16140	P22203	7tmq	0.983	0
P19224	P22310	2o6l	0.983	0
P22309	P22310	2o6l	0.983	0
P23248	P38711	8b2l	0.983	0
P25325	Q16762	5wqj	0.983	0
P25443	P38711	8b2l	0.983	0
P26783	P38711	8b2l	0.983	0
P26785	P38061	7oyc	0.983	0
P28347	Q15561	7cnl	0.983	0
P29511	P29513	4lnu	0.983	0
P29513	Q0WV25	4lnu	0.983	0
P29513	Q56WH1	4lnu	0.983	0
P30279	P30281	3g33	0.983	0
P33442	P38711	8b2l	0.983	0
P36105	P41056	8e5t	0.983	0
P36105	Q02326	8e5t	0.983	0
P38061	P38711	8b2l	0.983	0
P38666	Q940B0	8ipb	0.983	0
P38711	P39516	8b2l	0.983	0
P38711	P39938	8b2l	0.983	0
P38711	P39939	8b2l	0.983	0
P38711	P41805	8b2l	0.983	0
P38711	P46784	8b2l	0.983	0
P38711	P53221	8b2l	0.983	0
P38711	P54780	8b2l	0.983	0
P38711	Q08745	8b2l	0.983	0
P38711	Q3E757	8b2l	0.983	0
P42036	Q940B0	8ipb	0.983	0
P42798	Q940B0	8ipb	0.983	0
P46782	P62854	8b2l	0.983	0
P47962	P97461	8b2l	0.983	0
P49211	Q940B0	8ipb	0.983	0
P49227	Q940B0	8ipb	0.983	0
P51420	Q940B0	8ipb	0.983	0
P51424	Q940B0	8ipb	0.983	0
P52503	Q8K3J1	5gpn	0.983	0
P52503	Q9CQ54	5gpn	0.983	0
P52503	Q9CXZ1	5gpn	0.983	0
P52503	Q9DC70	5gpn	0.983	0
P52503	Q9DCJ5	5gpn	0.983	0
P52503	Q9DCT2	5gpn	0.983	0
P53011	Q04491	8adl	0.983	0
P53221	Q12522	4v8p	0.983	0
P59259	Q9FKQ3	6hkt	0.983	0
P82650	Q9BYC8	5aj4	0.983	0
P82675	Q9BYC8	5aj4	0.983	0
Q08112	Q8LCL3	7oyc	0.983	0
Q08770	Q8LCL3	9cai	0.983	0
Q42347	Q940B0	8ipb	0.983	0
Q43292	Q940B0	8ipb	0.983	0
Q8L8W6	Q940B0	8ipb	0.983	0
Q8LBI1	Q940B0	8ipb	0.983	0
Q8LCL3	Q93VT9	9cai	0.983	0
Q8LCL3	Q93W22	9cai	0.983	0
Q8LCL3	Q9FF90	7oyc	0.983	0
Q8LCL3	Q9FIX6	7oyc	0.983	0
Q8LCL3	Q9FY64	7oyc	0.983	0
Q8LCL3	Q9FY65	7oyc	0.983	0
Q8LCL3	Q9FY66	7oyc	0.983	0
Q8LCL3	Q9LHP1	9cai	0.983	0
Q8LCL3	Q9LZ57	9cai	0.983	0
Q8LCL3	Q9M3C3	7oyc	0.983	0
Q8LCL3	Q9SR73	9cai	0.983	0
Q8LEM8	Q940B0	8ipb	0.983	0
Q8RXU5	Q93VI3	9cai	0.983	0
Q8RXU5	Q940B0	8ipb	0.983	0
Q8VYF1	Q940B0	8ipb	0.983	0
Q93VG5	Q940B0	8ipb	0.983	0
Q93VI3	Q9SR73	9cai	0.983	0
Q940B0	Q9CAX6	8ipb	0.983	0
Q940B0	Q9FHG2	8ipb	0.983	0
Q940B0	Q9FIF3	8ipb	0.983	0
Q940B0	Q9LX88	8ipb	0.983	0
Q940B0	Q9SGA6	8ipb	0.983	0
Q940B0	Q9SIH0	8ipb	0.983	0
Q940B0	Q9SLL7	8ipb	0.983	0
Q940B0	Q9SRK6	8ipb	0.983	0
Q940B0	Q9STR1	8ipb	0.983	0
Q94C74	Q94JQ3	6qvl	0.983	0
Q96CB9	Q9NX20	7of3	0.983	0
Q9BYC8	Q9H0U6	5aj4	0.983	0
Q9CR84	Q9DB20	6tt7	0.983	0
Q9QUQ5	Q9QX29	8wpl	0.983	0
Q9VPR4	Q9W5R8	8fl4	0.983	0
A0A096LP55	Q9UDW1	6zfu	0.983	0
A0A1W2PQ64	Q92797	4h3h	0.983	1
A0A1W2PQJ5	Q92797	4h3h	0.983	1
A8MT69	Q8N2Z9	4dra	0.983	0
O04130	O49485	6rj6	0.983	0
O08810	P62305	8ro1	0.983	1
O08989	P62137	7tvf	0.983	0
O08989	P62141	7tvf	0.983	0
O08989	P63087	7tvf	0.983	0
O22165	Q9LRX8	8v84	0.983	0
O23647	Q9LZS3	5clt	0.983	0
O49686	Q8VZS8	3jrs	0.983	0
O54825	P14131	7wu0	0.983	0
O54825	P97461	7wu0	0.983	0
O54950	Q9R078	8bik	0.983	0
O80626	Q93VG5	7cpv	0.983	0
O95169	Q9P0J0	7vwl	0.983	0
P02406	P0CX49	6ylh	0.983	0
P04385	P13045	3v2u	0.983	0
P05737	P38701	9cai	0.983	0
P05755	P15646	7d5t	0.983	0
P05755	Q04177	7d5t	0.983	0
P05756	P38701	9cai	0.983	0
P07384	P17655	1mdw	0.983	0
P07919	Q9UDW1	6zfu	0.983	0
P0C1H6	P62805	3uta	0.983	1
P0C2H8	P0CX29	7z3o	0.983	0
P0CX27	P38701	9cai	0.983	0
P0CX29	P0CX35	8ove	0.983	0
P0CX51	P38701	9cai	0.983	0
P0DPH7	Q9BUF5	6wvm	0.983	0
P11798	P28652	3bhh	0.983	0
P11798	Q6PHZ2	3bhh	0.983	0
P11798	Q923T9	3bhh	0.983	0
P19404	P49821	8b9z	0.983	0
P23248	P38701	9cai	0.983	0
P23321	Q9S7M0	8c29	0.983	0
P32119	Q06830	1e2y	0.983	0
P33442	P38701	9cai	0.983	0
P34788	P49692	7oyb	0.983	0
P34788	Q9LHP1	7oyb	0.983	0
P34788	Q9LZH9	7oyb	0.983	0
P34788	Q9SRK6	7oyb	0.983	0
P35997	P39939	8ip9	0.983	0
P38701	P40525	9cai	0.983	0
P38701	P46784	9cai	0.983	0
P38701	P53221	9cai	0.983	0
P38701	P87262	9cai	0.983	0
P38701	Q08745	9cai	0.983	0
P38701	Q12213	9cai	0.983	0
P39018	Q9VJ19	8b2l	0.983	0
P56761	Q9S7M0	8c29	0.983	0
P56790	Q9S7M0	8c29	0.983	0
P56792	P56793	8cvm	0.983	0
P58064	Q9DC71	8csr	0.983	0
P59999	Q9JM76	6dec	0.983	0
P60039	Q9LRX8	8v84	0.983	0
P62304	Q13356	8ro1	0.983	0
P68363	Q9BUF5	6wvm	0.983	0
P68366	Q9BUF5	6wvm	0.983	0
P68369	Q9CWF2	4lnu	0.983	0
P68373	Q9CWF2	4lnu	0.983	0
Q02878	Q6P5R6	7oyd	0.983	0
Q24186	Q9VJ19	8b2l	0.983	0
Q53GS7	Q9NUU7	6b4i	0.983	0
Q6PEY2	Q9BUF5	6wvm	0.983	0
Q8BJZ4	Q8BK72	8oir	0.983	0
Q8BK72	Q9CXW2	8oir	0.983	0
Q8BK72	Q9D0G0	8oir	0.983	0
Q8R3F5	Q9DC71	8csr	0.983	0
Q91VD9	Q91YT0	8b9z	0.983	0
Q92797	Q9NP77	4h3h	0.983	0
Q93VG5	Q93W22	7cpv	0.983	0
Q93VG5	Q9LHP1	7cpv	0.983	0
Q93VG5	Q9LZ41	7cpv	0.983	0
Q93VG5	Q9SF53	7cpv	0.983	0
Q9BUF5	Q9NY65	6wvm	0.983	0
Q9JM76	Q9R0Q6	6dec	0.983	0
Q9JM76	Q9WV32	6dec	0.983	0
Q9S7M0	Q9S841	8c29	0.983	0
Q9VED6	Q9VRX3	8yar	0.983	1
Q9VFE4	Q9VJ19	8b2l	0.983	0
C0HKA0	P80455	8b2l	0.983	0
O14561	O75438	7r4g	0.983	0
O14561	P49821	7zdh	0.983	0
O16797	P80455	8b2l	0.983	0
O17445	P80455	8b2l	0.983	0
O22290	Q9FJX2	4v8p	0.983	0
O23290	Q940B0	5umd	0.983	0
O23290	Q9SRX2	8eui	0.983	0
O23515	Q9SRX2	8eui	0.983	0
O61231	P80455	8b2l	0.983	0
O61231	Q9VXX8	7zw0	0.983	0
O75438	P17568	7r4g	0.983	0
O81146	Q7DLS1	8ypk	0.983	0
O81147	Q7DLS1	8ypk	0.983	0
O95167	P24311	8ugn	0.983	0
O95169	P03891	8q0a	0.983	0
O95169	P19404	8q0a	0.983	0
O95169	Q9UI09	8q0a	0.983	0
P01566	P01568	1rh2	0.983	0
P02100	P09105	1o1o	0.983	0
P02100	P69905	1o1o	0.983	0
P03901	P24311	8ugn	0.983	0
P03903	Q9CQC7	8ugn	0.983	0
P06603	Q9VRX3	6wvm	0.983	0
P0A7S3	P0A7X3	8fmw	0.983	0
P0A7X3	P0ADZ4	8fmw	0.983	0
P0ADZ4	P61175	7nhk	0.983	0
P0CC32	P27521	7f9o	0.983	1
P0CC32	Q9ASS6	7f9o	0.983	1
P0CC32	Q9SHE8	7f9o	0.983	1
P0CC32	Q9SUI4	7f9o	0.983	1
P13008	P80455	8b2l	0.983	0
P14867	Q16445	7qna	0.983	0
P17665	Q9CQC7	8ugn	0.983	0
P24311	Q9Y6M9	8ugn	0.983	0
P28652	Q923T9	3bhh	0.983	0
P29517	Q56WH1	6wvm	0.983	0
P31009	P80455	8b2l	0.983	0
P31254	Q02053	6dc6	0.983	0
P35550	Q6PAC3	6nd4	0.983	0
P38930	P43639	1rqf	0.983	0
P39018	P80455	8b2l	0.983	0
P41042	P80455	8b2l	0.983	0
P42036	Q9FEF8	6rxt	0.983	0
P46222	P80455	8b2l	0.983	0
P46286	Q940B0	5umd	0.983	0
P46962	Q03957	7jv7	0.983	0
P48149	P80455	8b2l	0.983	0
P48159	P80455	8b2l	0.983	0
P50213	P51553	7ce3	0.983	0
P50571	P63080	7pbd	0.983	0
P50882	P80455	8b2l	0.983	0
P51422	Q9FIF3	7r81	0.983	0
P55034	Q9LT08	8amz	0.983	0
P55830	P80455	8b2l	0.983	0
P55935	P80455	8b2l	0.983	0
P61857	Q9VED6	9eok	0.983	1
P62984	P68037	5hpt	0.983	0
P80455	Q03334	8b2l	0.983	0
P80455	Q06559	8b2l	0.983	0
P80455	Q24186	8b2l	0.983	0
P80455	Q7KR04	8b2l	0.983	0
P80455	Q7KS38	8b2l	0.983	0
P80455	Q9V3G1	8b2l	0.983	0
P80455	Q9VFE4	8b2l	0.983	0
P80455	Q9VJ19	8b2l	0.983	0
P80455	Q9VVU2	8b2l	0.983	0
P80455	Q9VWG3	8b2l	0.983	0
P80455	Q9W237	8b2l	0.983	0
P83887	Q8VCK3	9g3z	0.983	0
P99028	Q8R1I1	7o3h	0.983	0
Q13619	Q13620	4a64	0.983	0
Q42064	Q940B0	5umd	0.983	0
Q4PSL7	Q940B0	5umd	0.983	0
Q6PAC3	Q80WS3	6nd4	0.983	0
Q6PHZ2	Q923T9	3bhh	0.983	0
Q7TMF3	Q91VD9	6ztq	0.983	0
Q7TMF3	Q9CQ75	6ztq	0.983	0
Q8R1I1	Q9CQC7	8ugn	0.983	0
Q8R2L5	Q8VDT9	8k2a	0.983	0
Q8VWK0	Q9LT08	8amz	0.983	0
Q8VYF1	Q9SRX2	8eui	0.983	0
Q8VZ19	Q940B0	5umd	0.983	0
Q8VZ19	Q9FIF3	7r81	0.983	0
Q93W22	Q940B0	5umd	0.983	0
Q940B0	Q9C8F7	5umd	0.983	0
Q940B0	Q9C912	5umd	0.983	0
Q940B0	Q9FE58	5umd	0.983	0
Q940B0	Q9LMK0	5umd	0.983	0
Q940B0	Q9LSA3	5umd	0.983	0
Q940B0	Q9M9W1	5umd	0.983	0
Q940B0	Q9SRX7	5umd	0.983	0
Q9C8F7	Q9FIF3	7r81	0.983	0
Q9C912	Q9FIF3	7r81	0.983	0
Q9CAX6	Q9FEF8	6rxt	0.983	0
Q9CQC7	Q9CQJ8	8ugn	0.983	0
Q9FEF8	Q9SIH0	6rxt	0.983	0
Q9FIF3	Q9LMK0	7r81	0.983	0
Q9FIF3	Q9LSA3	7r81	0.983	0
Q9FIF3	Q9SVR0	7r81	0.983	0
Q9FJX2	Q9M060	4v8p	0.983	0
Q9UBN4	Q9UL62	8wpl	0.983	0
B9DHQ0	P29517	8yar	0.983	0
O00217	O75306	8uex	0.983	0
O14464	Q03976	5mrc	0.983	0
O14561	O95169	7qsd	0.983	0
O15239	P03886	8olt	0.983	0
O22860	Q9SIW5	7qiz	0.983	0
O23515	Q9SIW5	7qiz	0.983	0
O23712	Q8LD27	7qve	0.983	0
O23714	Q8LD27	7qve	0.983	0
O23715	Q8LD27	7qve	0.983	0
O24633	Q8LD27	7qve	0.983	0
O75150	Q5VTR2	8iej	0.983	0
O75251	Q9UI09	8om1	0.983	0
O76927	Q9VJ19	7oyb	0.983	0
O80646	Q9SIW5	7qiz	0.983	0
O81149	Q8LD27	7qve	0.983	0
O81153	Q8LD27	7qve	0.983	0
O88848	Q8K2G4	6vbv	0.983	0
P00416	Q7TMF3	8pw5	0.983	0
P04359	P80455	8b2l	0.983	0
P04359	Q24186	8b2l	0.983	0
P04359	Q9VFE4	8b2l	0.983	0
P05737	P0CX29	9cai	0.983	0
P05738	P26784	8c3a	0.983	0
P05740	P0CX39	8qie	0.983	0
P05756	P0CX29	9cai	0.983	0
P05756	P0CX39	8qie	0.983	0
P06367	P0CX29	9cai	0.983	0
P08865	P18124	7oyb	0.983	0
P0A7L8	P0ADY7	8fn2	0.983	0
P0A7L8	P62399	8fn2	0.983	0
P0C0T4	P26784	8c3a	0.983	0
P0C0V8	P26784	8c3a	0.983	0
P0C0W1	P0CX29	9cai	0.983	0
P0C2H6	P26784	8c3a	0.983	0
P0C2H7	P26784	8c3a	0.983	0
P0C2H9	P26784	8c3a	0.983	0
P0CX25	P0CX29	9cai	0.983	0
P0CX25	P26784	8c3a	0.983	0
P0CX27	P0CX29	9cai	0.983	0
P0CX27	P26784	8c3a	0.983	0
P0CX29	P0CX51	9cai	0.983	0
P0CX29	P23248	9cai	0.983	0
P0CX29	P33442	9cai	0.983	0
P0CX29	P38701	9cai	0.983	0
P0CX29	P39516	9cai	0.983	0
P0CX29	P39938	9cai	0.983	0
P0CX29	P39939	9cai	0.983	0
P0CX29	P40525	9cai	0.983	0
P0CX29	P46784	9cai	0.983	0
P0CX29	P87262	9cai	0.983	0
P0CX29	Q08745	9cai	0.983	0
P0CX29	Q12213	9cai	0.983	0
P0CX29	Q3E7Y3	9cai	0.983	0
P0CX39	P46990	8qie	0.983	0
P0CX49	P26784	8c3a	0.983	0
P0CX51	Q08096	5tzs	0.983	0
P11139	P29517	4lnu	0.983	0
P12787	Q7TMF3	8pw5	0.983	0
P14063	Q03976	5mrc	0.983	0
P17076	P26784	8c3a	0.983	0
P17094	Q9SIW5	7qiz	0.983	0
P18077	P18124	7oyb	0.983	0
P18077	P23396	7qiz	0.983	0
P18077	P62266	7qiz	0.983	0
P18077	P62273	7qiz	0.983	0
P18124	P26373	7oyb	0.983	0
P18124	P46777	7oyb	0.983	0
P18124	P62424	7oyb	0.983	0
P18124	P83881	7oyb	0.983	0
P18124	Q02543	7oyb	0.983	0
P18124	Q6P5R6	7oyb	0.983	0
P20073	P50995	7pc9	0.983	0
P22354	Q03976	5mrc	0.983	0
P22738	Q9SIW5	7qiz	0.983	0
P25348	Q03976	5mrc	0.983	0
P25626	Q03976	5mrc	0.983	0
P25642	Q03976	5mrc	0.983	0
P26783	P26784	8c3a	0.983	0
P26784	P29453	8c3a	0.983	0
P26784	P32905	8c3a	0.983	0
P26784	P40525	8c3a	0.983	0
P26784	P41056	8c3a	0.983	0
P26784	P46654	8c3a	0.983	0
P26784	P51401	8c3a	0.983	0
P26784	P51402	8c3a	0.983	0
P26784	P87262	8c3a	0.983	0
P26784	Q12672	8c3a	0.983	0
P26784	Q3E754	8c3a	0.983	0
P28817	Q03976	5mrc	0.983	0
P29511	P29517	4lnu	0.983	0
P29517	Q0WV25	4lnu	0.983	0
P31334	Q03976	5mrc	0.983	0
P32902	Q03976	5mrc	0.983	0
P32904	Q03976	5mrc	0.983	0
P34066	Q8LD27	7qve	0.983	0
P34788	Q9SIW5	7qiz	0.983	0
P35996	Q03976	5mrc	0.983	0
P36516	Q03976	5mrc	0.983	0
P36519	Q03976	5mrc	0.983	0
P36520	Q03976	5mrc	0.983	0
P36523	Q03976	5mrc	0.983	0
P36525	Q03976	5mrc	0.983	0
P36533	Q03976	5mrc	0.983	0
P38064	Q03976	5mrc	0.983	0
P39023	Q9UHA3	7u0h	0.983	0
P39990	Q08096	5tzs	0.983	0
P41805	P49166	7zw0	0.983	0
P42036	Q9SIW5	7qiz	0.983	0
P42798	Q9SIW5	7qiz	0.983	0
P43023	Q7TMF3	8pw5	0.983	0
P43024	Q7TMF3	8pw5	0.983	0
P46286	Q9SIW5	7qiz	0.983	0
P47141	Q03976	5mrc	0.983	0
P47911	P61255	7oyb	0.983	0
P47911	P61358	7oyb	0.983	0
P47911	P62830	7oyb	0.983	0
P47911	P62855	7oyb	0.983	0
P47911	P62889	7oyb	0.983	0
P47911	Q9CPR4	7oyb	0.983	0
P49201	Q9SIW5	7qiz	0.983	0
P49204	Q9SIW5	7qiz	0.983	0
P49206	Q9SIW5	7qiz	0.983	0
P49209	Q9SIW5	7qiz	0.983	0
P49211	Q9SIW5	7qiz	0.983	0
P49227	Q9SIW5	7qiz	0.983	0
P49688	Q9SIW5	7qiz	0.983	0
P50516	Q91XE7	6xbw	0.983	0
P51413	Q9SIW5	7qiz	0.983	0
P51414	Q9SIW5	7qiz	0.983	0
P51419	Q9SIW5	7qiz	0.983	0
P51420	Q9SIW5	7qiz	0.983	0
P51424	Q9SIW5	7qiz	0.983	0
P53292	Q03976	5mrc	0.983	0
P53724	Q03976	5mrc	0.983	0
P53881	Q03976	5mrc	0.983	0
P53937	Q03976	5mrc	0.983	0
P59223	Q9SIW5	7qiz	0.983	0
P59224	Q9SIW5	7qiz	0.983	0
P60039	Q9SIW5	7qiz	0.983	0
P60040	Q9SIW5	7qiz	0.983	0
P62852	Q9DC28	7wtt	0.983	0
P62917	Q9UHA3	7u0h	0.983	0
P68431	Q93077	6ke9	0.983	0
Q03976	Q06678	5mrc	0.983	0
Q06504	Q12387	8bjq	0.983	0
Q08682	Q9SIW5	7qiz	0.983	0
Q13007	Q6UXL0	6df3	0.983	0
Q42064	Q9SIW5	7qiz	0.983	0
Q42134	Q8LD27	7qve	0.983	0
Q42262	Q9SIW5	7qiz	0.983	0
Q42340	Q9SIW5	7qiz	0.983	0
Q4PSL7	Q9SIW5	7qiz	0.983	0
Q53G59	Q9P2G9	6ttk	0.983	0
Q680P8	Q9SIW5	7qiz	0.983	0
Q71DI3	Q93077	6ke9	0.983	0
Q7TMF3	Q9CQZ6	8pw5	0.983	0
Q7TMF3	Q9CR61	8pw5	0.983	0
Q80ZK0	Q9CQL4	5aj4	0.983	0
Q8H173	Q9SIW5	7qiz	0.983	0
Q8L8W6	Q9SIW5	7qiz	0.983	0
Q8L8Y0	Q9SIW5	7qiz	0.983	0
Q8LBI1	Q9SIW5	7qiz	0.983	0
Q8LCL3	Q9SIW5	7qiz	0.983	0
Q8LD03	Q9SIW5	7qiz	0.983	0
Q8LD27	Q9XI05	7qve	0.983	0
Q8LD46	Q9SIW5	7qiz	0.983	0
Q8LPJ7	Q9SIW5	7qiz	0.983	0
Q8NBT2	Q9HBM1	3vza	0.983	0
Q8VYF1	Q9SIW5	7qiz	0.983	0
Q8VYK6	Q9SIW5	7qiz	0.983	0
Q91YT0	Q9D6J6	8b9z	0.983	0
Q93VB8	Q9SIW5	7qiz	0.983	0
Q93VG5	Q9SIW5	7qiz	0.983	0
Q93VH9	Q9SIW5	7qiz	0.983	0
Q93VI3	Q9SIW5	7qiz	0.983	0
