accession	go_term	branch	confidence	arm	outcome	source
Q9VJG5	GO:0047756	molecular_function	0.4190	SS	supported	GOA-timesplit-2023-07-12
Q9VJP1	GO:0005515	molecular_function	0.6280	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VJP1	GO:0008320	molecular_function	0.4730	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VJP1	GO:0042803	molecular_function	0.3060	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VJQ4	GO:0003723	molecular_function	0.4520	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VJQ4	GO:0004482	molecular_function	0.4520	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VJQ4	GO:0005515	molecular_function	0.4520	SS	supported	GOA-timesplit-2023-07-12
Q9VJZ2	GO:0005515	molecular_function	0.3620	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VJZ2	GO:0008525	molecular_function	0.3010	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VJZ2	GO:0031210	molecular_function	0.3010	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VK25	GO:0004306	molecular_function	0.6280	SS	supported	GOA-timesplit-2023-07-12
Q9VK25	GO:0005515	molecular_function	0.6250	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VK25	GO:0004105	molecular_function	0.4200	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VK90	GO:0042802	molecular_function	0.7450	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VK90	GO:0031072	molecular_function	0.6070	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VKC8	GO:0005515	molecular_function	0.3960	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VKC8	GO:0008320	molecular_function	0.3960	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VKC8	GO:0060090	molecular_function	0.3960	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VKE6	GO:0015174	molecular_function	0.3660	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VKE6	GO:0015184	molecular_function	0.3660	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VKE6	GO:0046982	molecular_function	0.3660	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VKI8	GO:0004617	molecular_function	0.5320	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VKI8	GO:0009055	molecular_function	0.5290	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VKI8	GO:0003954	molecular_function	0.4540	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VKJ0	GO:0004411	molecular_function	0.6750	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VKJ0	GO:0042802	molecular_function	0.6710	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VKM3	GO:0005515	molecular_function	0.5460	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VKM3	GO:0046933	molecular_function	0.5460	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VKP3	GO:0015267	molecular_function	0.4760	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VKU3	GO:0004045	molecular_function	0.4300	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VKU3	GO:0016150	molecular_function	0.4300	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VL16	GO:0005515	molecular_function	0.3090	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VLI6	GO:0004096	molecular_function	0.7030	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VLI6	GO:0019899	molecular_function	0.5930	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VLI6	GO:0020037	molecular_function	0.5930	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VLY0	GO:0005515	molecular_function	0.4350	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VLY0	GO:0046933	molecular_function	0.4350	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VM25	GO:0005102	molecular_function	0.4090	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VM25	GO:0048018	molecular_function	0.4040	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VM25	GO:0005109	molecular_function	0.3460	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VM58	GO:0004419	molecular_function	0.6190	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VM58	GO:0046872	molecular_function	0.6190	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VM58	GO:0005515	molecular_function	0.6170	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VM80	GO:0005515	molecular_function	0.3630	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VM80	GO:0008445	molecular_function	0.3630	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VM80	GO:0071949	molecular_function	0.3630	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VMQ5	GO:0005515	molecular_function	0.4340	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VMQ6	GO:0005515	molecular_function	0.6450	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VMQ6	GO:0009055	molecular_function	0.6350	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VMR0	GO:0005515	molecular_function	0.3900	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VN95	GO:0005515	molecular_function	0.4070	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VN95	GO:0043874	molecular_function	0.4070	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VNC7	GO:0008511	molecular_function	0.4660	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VNC7	GO:0008519	molecular_function	0.4150	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VNC7	GO:0019901	molecular_function	0.4150	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VNW7	GO:0004100	molecular_function	0.3190	SS	supported	GOA-timesplit-2023-07-12
Q9VP87	GO:0000010	molecular_function	0.3920	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VP87	GO:0097269	molecular_function	0.3920	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VP87	GO:0046982	molecular_function	0.3870	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VPE8	GO:0008743	molecular_function	0.6230	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VPE8	GO:0042802	molecular_function	0.6230	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VPF3	GO:0005515	molecular_function	0.6350	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VPF3	GO:0003868	molecular_function	0.6220	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VPF3	GO:0042803	molecular_function	0.6220	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VPX3	GO:0005515	molecular_function	0.3950	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VPX3	GO:0009383	molecular_function	0.3950	SS	supported	GOA-timesplit-2023-07-12
Q9VPX3	GO:0016428	molecular_function	0.3550	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VQF8	GO:0005515	molecular_function	0.4050	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VQF8	GO:0009007	molecular_function	0.4000	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VQF8	GO:0036009	molecular_function	0.4000	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VQH1	GO:0004346	molecular_function	0.3110	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VQQ6	GO:0005154	molecular_function	0.5230	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VQQ6	GO:0005158	molecular_function	0.5230	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VQQ6	GO:0042803	molecular_function	0.5230	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VQX4	GO:0004516	molecular_function	0.4720	SS	supported	GOA-timesplit-2023-07-12
Q9VQX4	GO:0005515	molecular_function	0.4720	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VR00	GO:0008137	molecular_function	0.4430	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VR00	GO:0003723	molecular_function	0.3280	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VR00	GO:0005515	molecular_function	0.3280	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VR56	GO:0000049	molecular_function	0.3650	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VR56	GO:0005515	molecular_function	0.3650	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VR56	GO:0052905	molecular_function	0.3650	SS	supported	GOA-timesplit-2023-07-12
Q9VRF3	GO:0005515	molecular_function	0.4640	SS	supported	GOA-timesplit-2023-07-12
Q9VRG6	GO:0005515	molecular_function	0.4470	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VRG6	GO:0030941	molecular_function	0.4020	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VRG6	GO:0051861	molecular_function	0.4020	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VSC1	GO:0003723	molecular_function	0.4100	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VSC1	GO:0005047	molecular_function	0.4100	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VSC1	GO:0005515	molecular_function	0.4100	SS	supported	GOA-timesplit-2023-07-12
Q9VSE8	GO:0042803	molecular_function	0.6990	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VSE8	GO:0048040	molecular_function	0.6990	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VSE8	GO:0070403	molecular_function	0.6990	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VSM7	GO:0008233	molecular_function	0.4390	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VSM7	GO:0005515	molecular_function	0.4360	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VSU6	GO:0004155	molecular_function	0.5920	SS	supported	GOA-timesplit-2023-07-12
Q9VSU6	GO:0009055	molecular_function	0.5920	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VSW4	GO:0005515	molecular_function	0.3800	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VT29	GO:0005515	molecular_function	0.4900	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VT31	GO:0003779	molecular_function	0.3940	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VT31	GO:0008017	molecular_function	0.3800	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VTG5	GO:0005515	molecular_function	0.4710	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VTG5	GO:0004672	molecular_function	0.3220	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VTJ8	GO:0005515	molecular_function	0.5820	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VTJ8	GO:0001671	molecular_function	0.5360	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VTJ8	GO:0003729	molecular_function	0.4440	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VTY2	GO:0016616	molecular_function	0.6000	SS	supported	GOA-timesplit-2023-07-12
Q9VTY2	GO:0004032	molecular_function	0.4540	SS	supported	GOA-timesplit-2023-07-12
Q9VTY2	GO:0047939	molecular_function	0.4540	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VU70	GO:0005515	molecular_function	0.4180	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VUN9	GO:0004843	molecular_function	0.3990	SS	supported	GOA-timesplit-2023-07-12
Q9VUN9	GO:0005515	molecular_function	0.3990	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VUZ3	GO:0005515	molecular_function	0.5200	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VUZ3	GO:0020037	molecular_function	0.5100	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VUZ3	GO:0050421	molecular_function	0.5100	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VV76	GO:0005515	molecular_function	0.5191	SS	supported	GOA-timesplit-2023-07-12
Q9VV76	GO:0019905	molecular_function	0.5050	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VV76	GO:0031625	molecular_function	0.4732	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VV77	GO:0005515	molecular_function	0.5640	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VV77	GO:0140862	molecular_function	0.5640	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VV77	GO:0008270	molecular_function	0.4140	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VVF0	GO:0005515	molecular_function	0.5560	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VVF0	GO:0008137	molecular_function	0.5050	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VVF0	GO:0008270	molecular_function	0.3800	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VVG6	GO:0005515	molecular_function	0.4950	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VVJ1	GO:0005515	molecular_function	0.3120	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VVL5	GO:0008967	molecular_function	0.3990	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VVL5	GO:0043136	molecular_function	0.3990	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VVL5	GO:0000287	molecular_function	0.3920	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VVL7	GO:0004148	molecular_function	0.6770	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VVL7	GO:0005515	molecular_function	0.6770	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VVL7	GO:0005507	molecular_function	0.5930	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VW10	GO:0005515	molecular_function	0.5704	SS	supported	GOA-timesplit-2023-07-12
Q9VW10	GO:0003676	molecular_function	0.5543	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VW10	GO:0003723	molecular_function	0.5387	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VW21	GO:0051377	molecular_function	0.3120	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VWB0	GO:0016936	molecular_function	0.3240	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VWB0	GO:0005515	molecular_function	0.3190	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VWB0	GO:0032266	molecular_function	0.3190	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VX11	GO:0004322	molecular_function	0.4060	SS	supported	GOA-timesplit-2023-07-12
Q9VX11	GO:0008447	molecular_function	0.3600	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VX94	GO:0005515	molecular_function	0.3730	SS	supported	GOA-timesplit-2023-07-12
Q9VXK2	GO:0003779	molecular_function	0.5384	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VXK2	GO:0008017	molecular_function	0.5218	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VY47	GO:0016787	molecular_function	0.6924	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VY47	GO:0042802	molecular_function	0.6873	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VY47	GO:0008289	molecular_function	0.6805	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VY93	GO:0008270	molecular_function	0.7070	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VY93	GO:0042802	molecular_function	0.7070	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VY93	GO:0046570	molecular_function	0.7070	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VYD7	GO:0008270	molecular_function	0.5600	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VYD7	GO:0032977	molecular_function	0.5600	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VYD7	GO:0042803	molecular_function	0.5600	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VYF8	GO:0005515	molecular_function	0.5420	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VYF8	GO:0052624	molecular_function	0.3000	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VYI6	GO:0004672	molecular_function	0.4240	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VYI6	GO:0008289	molecular_function	0.4240	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VYI6	GO:0016887	molecular_function	0.4240	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VYV9	GO:0005515	molecular_function	0.5225	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VYV9	GO:0051059	molecular_function	0.3242	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VYY4	GO:0071771	molecular_function	0.4810	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VYY4	GO:0008404	molecular_function	0.3480	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VYY4	GO:0004507	molecular_function	0.3470	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VZ64	GO:0005515	molecular_function	0.4320	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VZ64	GO:0017057	molecular_function	0.4320	SS	supported	GOA-timesplit-2023-07-12
Q9VZ64	GO:0004345	molecular_function	0.3260	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VZE6	GO:0003723	molecular_function	0.5730	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VZE6	GO:0005515	molecular_function	0.5730	SS	supported	GOA-timesplit-2023-07-12
Q9VZE6	GO:0008097	molecular_function	0.4240	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VZI8	GO:0005515	molecular_function	0.6040	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VZI8	GO:0004334	molecular_function	0.6000	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VZL1	GO:0005515	molecular_function	0.4400	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VZL1	GO:0008320	molecular_function	0.4290	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VZM5	GO:0004376	molecular_function	0.4220	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VZM7	GO:0005515	molecular_function	0.5846	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VZR0	GO:0005515	molecular_function	0.7142	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VZR0	GO:0050262	molecular_function	0.7119	SS	supported	GOA-timesplit-2023-07-12
Q9VZR0	GO:0061769	molecular_function	0.7119	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VZV5	GO:0005515	molecular_function	0.5210	SS	supported	GOA-timesplit-2023-07-12
Q9VZV5	GO:0061630	molecular_function	0.3460	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VZV5	GO:0008270	molecular_function	0.3050	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W038	GO:0004383	molecular_function	0.3750	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W038	GO:0019899	molecular_function	0.3750	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W038	GO:0046982	molecular_function	0.3580	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W0X0	GO:0004888	molecular_function	0.3630	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W0X0	GO:0005044	molecular_function	0.3630	SS	supported	GOA-timesplit-2023-07-12
Q9W0X0	GO:0019899	molecular_function	0.3630	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W144	GO:0005515	molecular_function	0.3570	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W1A2	GO:0005515	molecular_function	0.3950	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W1G0	GO:0004801	molecular_function	0.6580	SS	supported	GOA-timesplit-2023-07-12
Q9W1G0	GO:0005515	molecular_function	0.6550	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W1H1	GO:0106370	molecular_function	0.3730	SS	supported	GOA-timesplit-2023-07-12
Q9W1H1	GO:0005515	molecular_function	0.3580	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W1H9	GO:0005515	molecular_function	0.4070	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W232	GO:0005515	molecular_function	0.4550	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W232	GO:0016300	molecular_function	0.4550	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W232	GO:0000049	molecular_function	0.4310	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W256	GO:0000976	molecular_function	0.4720	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W256	GO:0005515	molecular_function	0.4720	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W256	GO:0003887	molecular_function	0.4510	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W293	GO:0005515	molecular_function	0.3430	SS	supported	GOA-timesplit-2023-07-12
Q9W2C9	GO:0004720	molecular_function	0.4820	SS	supported	GOA-timesplit-2023-07-12
Q9W2C9	GO:0005507	molecular_function	0.4820	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W2C9	GO:0005515	molecular_function	0.4460	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W2D9	GO:0003743	molecular_function	0.4920	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W2D9	GO:0005515	molecular_function	0.4920	SS	supported	GOA-timesplit-2023-07-12
Q9W3U0	GO:0042803	molecular_function	0.4510	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W3U0	GO:0003997	molecular_function	0.3990	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W3U0	GO:0030165	molecular_function	0.3840	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W3W4	GO:0005515	molecular_function	0.5780	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W3W9	GO:0015145	molecular_function	0.7113	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W3W9	GO:0005515	molecular_function	0.7053	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W3W9	GO:0019899	molecular_function	0.6809	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W3X5	GO:0004333	molecular_function	0.7300	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W3X5	GO:0005515	molecular_function	0.7300	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W4F7	GO:0015019	molecular_function	0.3660	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W4Y1	GO:0004059	molecular_function	0.3110	SS	supported	GOA-timesplit-2023-07-12
Q9W4Y1	GO:0004060	molecular_function	0.3110	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W5W7	GO:0030145	molecular_function	0.3700	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W5W7	GO:0042803	molecular_function	0.3700	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9W5W7	GO:0070006	molecular_function	0.3700	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9WV68	GO:0005515	molecular_function	0.8210	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9WV68	GO:0008670	molecular_function	0.8210	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9WV68	GO:0019166	molecular_function	0.8210	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9WV72	GO:0005515	molecular_function	0.8360	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9WV72	GO:0019902	molecular_function	0.4330	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9WV72	GO:0004842	molecular_function	0.3840	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9XI80	GO:0031127	molecular_function	0.7620	SS	supported	GOA-timesplit-2023-07-12
Q9XI80	GO:0042803	molecular_function	0.5980	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9XIK4	GO:0003723	molecular_function	0.5210	SS	supported	GOA-timesplit-2023-07-12
Q9XIK4	GO:0070182	molecular_function	0.5210	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9XIK4	GO:0106162	molecular_function	0.5210	SS	supported	GOA-timesplit-2023-07-12
Q9XZ19	GO:0005515	molecular_function	0.5230	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9XZ19	GO:0019900	molecular_function	0.3480	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9XZ19	GO:0042800	molecular_function	0.3370	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9Y334	GO:0004252	molecular_function	0.4943	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9Y334	GO:0008270	molecular_function	0.4607	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9Y334	GO:0031624	molecular_function	0.4607	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9Y3B1	GO:0005515	molecular_function	0.7310	SS	supported	GOA-timesplit-2023-07-12
Q9Y3B1	GO:1990050	molecular_function	0.7310	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9Y597	GO:0005515	molecular_function	0.9350	SS	supported	GOA-timesplit-2023-07-12
Q9Y597	GO:0042802	molecular_function	0.6770	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9Y597	GO:0097602	molecular_function	0.5300	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9Y5E8	GO:0005515	molecular_function	0.7810	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9Y5E8	GO:0005509	molecular_function	0.6800	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9Y5E8	GO:0042802	molecular_function	0.6800	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9Y5G2	GO:0003723	molecular_function	0.5220	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9Y5G2	GO:0005515	molecular_function	0.5170	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9Y5G2	GO:0005509	molecular_function	0.4450	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9Y5H0	GO:0005515	molecular_function	0.7780	SS	supported	GOA-timesplit-2023-07-12
Q9Y5H0	GO:0003723	molecular_function	0.7400	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9Y5H0	GO:0005509	molecular_function	0.4440	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9Y661	GO:0008467	molecular_function	0.7820	SS	supported	GOA-timesplit-2023-07-12
Q9Y661	GO:0005515	molecular_function	0.4860	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9Y661	GO:0015016	molecular_function	0.3420	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9Z0F0	GO:0008499	molecular_function	0.7820	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9Z0F0	GO:0047220	molecular_function	0.3370	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9Z0F0	GO:0047273	molecular_function	0.3330	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9Z0N2	GO:0003743	molecular_function	0.9780	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9Z0N2	GO:0008135	molecular_function	0.9780	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9Z0N2	GO:0045296	molecular_function	0.9780	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9Z1L5	GO:0005245	molecular_function	0.5990	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9Z1L5	GO:0004866	molecular_function	0.3170	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9Z1L5	GO:0005515	molecular_function	0.3170	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9Z2L6	GO:0005515	molecular_function	0.8210	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9Z2L6	GO:0030351	molecular_function	0.8210	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9Z2L6	GO:0034417	molecular_function	0.8210	SS	unconfirmed	GOA-timesplit-2023-07-12
